eID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,BoroCT2020,GEOID,cell,geometry
577,-0.16481799,-1.200259,1.0439355,-0.42585143,-0.89606005,-0.7243824,0.59566325,0.22683463,0.8554116,-0.5338954,-1.0473553,-1.0503026,-0.03386572,0.39588347,0.7649827,-0.6215257,0.068217374,1.2560242,-0.51429355,-0.31026804,0.68337834,0.14929003,1.2910173,0.82080233,-1.3362406,0.6133786,0.57082134,0.63786477,0.41020387,1.3256061,0.24940287,-0.7037146,-0.67424446,-1.264792,-1.2528037,1.0247209,-0.36124066,0.28353062,0.14393878,0.63780177,1.2680864,1.0838506,-0.4914773,-0.061945844,-0.40040505,-0.37063673,1.3190117,-0.26510552,-0.5933926,1.1096551,-0.7410937,-0.5552078,0.9083634,0.080289714,-0.37314743,0.7554512,0.046958685,0.009866312,0.4693134,0.6774592,-0.58254004,-0.79921836,0.8656028,0.044632558,2000400,36005000400,613229521111351295,"POLYGON ((-73.84455142930919 40.81095250143053, -73.85094142623626 40.809905796430975, -73.85292180436313 40.80544561323971, -73.84851309456332 40.80203246903278, -73.84212412799249 40.803078956686996, -73.8401428409784 40.807538805863764, -73.84455142930919 40.81095250143053))"
578,0.26930037,-0.5626563,0.4736998,-0.01045678,-0.20661758,-0.49417058,-0.21737842,0.6880561,0.54265684,-0.47037455,-0.3846571,-0.9417017,0.008028231,0.95885265,0.7076965,0.07525373,0.34644583,0.8362774,-0.63233787,0.2655441,0.17006283,-0.010586,0.81025904,0.08635355,-0.4415397,0.2840189,0.49858278,0.4607352,-0.02518438,0.44481364,0.2926754,-1.0125288,-0.5110071,-0.9189545,-0.28140324,0.75141346,0.07200887,0.08508198,0.49684882,0.8229249,0.5923797,0.560807,-0.68079984,0.2614786,-0.34139305,-0.69607985,0.41614762,-0.43151143,-0.5133435,0.24520625,-0.75684863,-0.85113007,0.5189749,-0.31147242,-0.4766025,0.9366751,-0.48341826,0.328481,0.08144162,0.3792361,-0.14967725,-0.7495947,0.74383783,-0.26442134,4093900,36081093900,613229521113448447,"POLYGON ((-73.84212412799249 40.803078956686996, -73.84851309456332 40.80203246903278, -73.85049336735354 40.79757276359622, -73.84608558220988 40.79415987979915, -73.83969764568671 40.795206150178906, -73.83771646437265 40.799665521600474, -73.84212412799249 40.803078956686996))"
579,-0.05488957,-0.60693777,0.53506577,-0.18396892,-0.42367703,-0.39529282,0.2535724,0.19313441,0.42278108,-0.2948735,-0.5328617,-0.61616886,-0.00913712,0.30004478,0.4207924,-0.29685813,0.06701872,0.69447523,-0.30133402,-0.11723179,0.35229808,0.05531741,0.71493393,0.3718101,-0.6828568,0.30739197,0.32727233,0.35745025,0.19043836,0.6819341,0.1555419,-0.44264126,-0.39755207,-0.6833469,-0.6219366,0.57469636,-0.15303315,0.12398793,0.10015561,0.4018672,0.65632594,0.61005086,-0.30331132,-0.0005108429,-0.23032676,-0.23390004,0.6645979,-0.17317826,-0.33635834,0.5319098,-0.44800654,-0.34957412,0.4872225,-0.0011281734,-0.22842206,0.4885308,-0.03489702,0.035949163,0.21308722,0.33648074,-0.31155485,-0.46798074,0.4952204,-0.0046613817,1001001,36061001001,613229524192067583,"POLYGON ((-73.9674626554495 40.72045864129475, -73.97383822765691 40.71940607116064, -73.97580332622488 40.71494855254655, -73.97139376102862 40.71154393543933, -73.96501921333332 40.71259628602097, -73.96305320643415 40.71705347323235, -73.9674626554495 40.72045864129475))"
580,-0.38991427,-0.5706622,0.50686735,-0.26921916,-0.5048854,-0.29115045,0.69640476,-0.28908345,0.2385528,-0.042069655,-0.5615543,-0.2503849,0.003964862,-0.34524837,0.094465494,-0.6018473,-0.18612592,0.43190327,0.11300839,-0.48098597,0.46333244,0.10136005,0.48137376,0.5348922,-0.7416438,0.33241177,0.18401317,0.16790771,0.4407222,0.7652722,-0.03342393,0.13655776,-0.18167065,-0.36804542,-0.7951725,0.27633417,-0.35170257,0.17038442,-0.29185447,-0.02146,0.5593916,0.5184433,0.10593888,-0.21734035,-0.12382564,0.23489879,0.8031179,0.118336946,-0.124286376,0.7569608,-0.055112373,0.12916136,0.35637587,0.34619847,0.08876732,0.011970009,0.40997794,-0.21228482,0.25325888,0.24226359,-0.26141477,-0.1276867,0.16639732,0.2688797,1001001,36061001001,613229551478112255,"POLYGON ((-73.97580332622488 40.71494855254655, -73.98217800523803 40.71389557913704, -73.98414209479957 40.70943820835379, -73.97973241377684 40.706034142178815, -73.97335875890711 40.70708689588481, -73.97139376102862 40.71154393543933, -73.97580332622488 40.71494855254655))"
581,0.14239177,-0.6068109,0.5388206,-0.15052238,-0.36902207,-0.45470417,-0.009702994,0.4553724,0.5253142,-0.44993198,-0.5072932,-0.80344236,-0.020349529,0.68416464,0.6115717,-0.111259244,0.21085821,0.8020121,-0.5421037,0.108973816,0.27783883,0.038455002,0.8382748,0.26380557,-0.6324104,0.26981828,0.39670596,0.42988172,0.023737479,0.611284,0.25666285,-0.7760351,-0.49100703,-0.84109616,-0.4826325,0.773632,-0.04040636,0.10531764,0.33021408,0.6288035,0.68464935,0.64109993,-0.53489584,0.14100245,-0.29781657,-0.47507942,0.549499,-0.33271402,-0.48014766,0.38773698,-0.65987575,-0.62274367,0.5917299,-0.23469394,-0.43713146,0.74873954,-0.28525248,0.20171715,0.18628441,0.40280735,-0.3232842,-0.6565677,0.7034128,-0.1431858,1001502,36061001502,613229551396323327,"POLYGON ((-74.00326268926804 40.70627705364508, -74.00963571187067 40.70522265184767, -74.01159687576191 40.70076524678441, -74.0071859257976 40.697362574194095, -74.00081392653712 40.69841675576382, -73.99885185401055 40.702873830121504, -74.00326268926804 40.70627705364508))"
582,0.14062276,-0.35539523,0.2848032,0.019316034,-0.071483284,-0.291214,-0.11235812,0.4191937,0.25167122,-0.26077858,-0.23385148,-0.60679376,-0.001391291,0.6066651,0.40641105,0.0038014357,0.20619054,0.49483365,-0.40262896,0.15128227,0.13865393,-0.036054816,0.5322684,-0.00045358067,-0.25686017,0.15465234,0.34187084,0.25556922,0.001696841,0.27319747,0.19552344,-0.6096696,-0.34449446,-0.5196058,-0.1665418,0.5039637,0.055695277,0.012923817,0.24712946,0.5141307,0.31273544,0.3977246,-0.3987239,0.16502471,-0.22933988,-0.3544561,0.24493326,-0.2447086,-0.33597565,0.13566244,-0.47441965,-0.4963184,0.3532147,-0.20204598,-0.29417318,0.6185254,-0.2816487,0.19817509,-0.012505684,0.18717131,-0.088247836,-0.45983186,0.4432217,-0.11697739,1001502,36061001502,613229551473917951,"POLYGON ((-73.99492660078673 40.711788606426545, -74.00130051703714 40.71073460722234, -74.00326268926804 40.70627705364508, -73.99885185401055 40.702873830121504, -73.99247896147108 40.70392760924881, -73.99051588058998 40.70838483194655, -73.99492660078673 40.711788606426545))"
583,-0.060477603,-0.552432,0.5195793,-0.18361954,-0.3656135,-0.3612846,0.1980041,0.17616971,0.38287464,-0.27859068,-0.46463022,-0.5896042,0.0023547339,0.32698354,0.4157129,-0.27122802,0.07581519,0.6650114,-0.30049366,-0.07693383,0.36520755,0.041572392,0.6828501,0.30667755,-0.62293196,0.28596544,0.33722553,0.3065225,0.14739132,0.65024686,0.12679723,-0.44071475,-0.34340295,-0.6159536,-0.5577667,0.5789559,-0.118841946,0.10717829,0.092266425,0.381044,0.595886,0.5911489,-0.29042068,0.012306783,-0.26781738,-0.20552997,0.61679053,-0.17965612,-0.34635955,0.48235965,-0.44513148,-0.35154,0.4917541,-0.014270894,-0.23987548,0.47278354,-0.040093705,0.059470188,0.20406817,0.33730254,-0.2612386,-0.46813148,0.49992263,0.01292926,1001502,36061001502,613229551476015103,"POLYGON ((-73.99247896147108 40.70392760924881, -73.99885185401055 40.702873830121504, -74.00081392653712 40.69841675576382, -73.99640401492388 40.69501379138427, -73.99003214579055 40.69606735050624, -73.98806916497608 40.70052409398308, -73.99247896147108 40.70392760924881))"
584,-0.3847779,-0.4008149,0.3821737,-0.15157275,-0.24335954,-0.112257235,0.5704914,-0.31179297,0.017942008,0.15903144,-0.28619853,-0.115573086,0.12130173,-0.34793237,0.029273989,-0.5243983,-0.16258027,0.2880298,0.19825114,-0.37814987,0.4163678,0.0095469905,0.28811827,0.3597872,-0.48061943,0.25783166,0.16963723,0.07577763,0.3896962,0.5955823,-0.12814242,0.2201316,-0.008369594,-0.09418792,-0.5809374,0.14813325,-0.21235096,0.09064569,-0.3388978,-0.12673031,0.29345065,0.33415943,0.21590285,-0.15770736,-0.12965657,0.3490675,0.6419033,0.1563054,-0.004546397,0.57714355,0.06304664,0.18177815,0.17878254,0.4169091,0.23309828,-0.09238162,0.46515152,-0.21962498,0.20162919,0.14237104,-0.03533975,-0.026603386,0.026858317,0.28129563,1000500,36061000500,613229551387934719,"POLYGON ((-74.01159687576191 40.70076524678441, -74.017969004689 40.69971044267147, -74.01992916056666 40.69525318637662, -74.01551809624927 40.69185106469633, -74.00914699029558 40.69290564843089, -74.0071859257976 40.697362574194095, -74.01159687576191 40.70076524678441))"
585,-0.07940217,-0.28512463,0.29841202,-0.11168386,-0.1630689,-0.20960149,0.12267003,0.08915654,0.16584225,-0.14170972,-0.25307775,-0.38038683,0.052195616,0.20953651,0.2359624,-0.16967155,0.03976431,0.3588762,-0.15193708,-0.05975738,0.22854066,0.018236335,0.43322197,0.14745586,-0.35684136,0.16609013,0.23678382,0.1496734,0.0957517,0.4002319,0.066248015,-0.265647,-0.16304827,-0.31700304,-0.31748864,0.36447516,-0.07495798,0.045004725,0.016489202,0.2222434,0.3319164,0.41736436,-0.15979525,0.029623408,-0.19570394,-0.06564733,0.36260563,-0.08750203,-0.21534185,0.28260612,-0.26766497,-0.19645093,0.29520363,0.016434664,-0.11777737,0.3079659,0.014220405,0.050716694,0.09228579,0.18119453,-0.12186149,-0.30079037,0.30573168,0.027605344,1000500,36061000500,613229551402614783,"POLYGON ((-73.99836598769495 40.69055719632801, -74.00473696391788 40.68950323491435, -74.0066979289713 40.68504678853303, -74.00228882582458 40.681644634243675, -73.99591887233477 40.6826983755729, -73.99395699937025 40.687154491245906, -73.99836598769495 40.69055719632801))"
586,-0.65554076,-0.59712756,0.53691083,-0.16506308,-0.40406555,-0.16365363,0.9962938,-0.57278514,-0.021813612,0.2533142,-0.46601886,-0.014843911,0.09051761,-0.72800833,-0.12629431,-0.846791,-0.31887272,0.3726186,0.42571348,-0.6979016,0.6153453,0.081720546,0.3111204,0.5607415,-0.7041806,0.36187527,0.13685301,0.11466903,0.6938392,0.9079293,-0.21445589,0.4952585,-0.041513227,-0.055689774,-0.8805463,0.028793823,-0.39750051,0.11026627,-0.667874,-0.27113307,0.38036746,0.4262594,0.41866153,-0.34651276,-0.082686566,0.6017011,0.91483516,0.31513384,0.12794031,0.89918363,0.22422606,0.40132183,0.17217897,0.7026979,0.4172343,-0.27998927,0.73652166,-0.41180432,0.22460619,0.087627135,-0.1081142,0.10341304,-0.09088367,0.44356346,1000500,36061000500,613229551406809087,"POLYGON ((-74.00914699029558 40.69290564843089, -74.01551809624927 40.69185106469633, -74.01747815304455 40.68739428778194, -74.01306801225594 40.68399242510516, -74.0066979289713 40.68504678853303, -74.00473696391788 40.68950323491435, -74.00914699029558 40.69290564843089))"
587,-0.1555029,-0.49898615,0.4820652,-0.195599,-0.3579826,-0.31051388,0.33838254,0.019380163,0.29817683,-0.19772968,-0.46195883,-0.44373903,0.03553728,0.11081398,0.29201955,-0.33388603,-0.0034079133,0.53653467,-0.14314184,-0.19201584,0.35087523,0.07429,0.5907571,0.36175174,-0.6173398,0.25649843,0.25747177,0.24884321,0.22665986,0.6639666,0.06584662,-0.24790865,-0.24835461,-0.48447856,-0.57418734,0.45908272,-0.17726132,0.117017694,-0.042328216,0.23637116,0.53416234,0.53751624,-0.15226527,-0.027156705,-0.2019722,-0.032666516,0.60966927,-0.07040855,-0.2365468,0.5321022,-0.28369713,-0.18371448,0.41061577,0.09813205,-0.11905857,0.3078362,0.11344537,-0.021548642,0.19609897,0.27031502,-0.2538671,-0.33951074,0.3846659,0.07651688,1000500,36061000500,613229551408906239,"POLYGON ((-74.0066979289713 40.68504678853303, -74.01306801225594 40.68399242510516, -74.01502796991744 40.679536127653, -74.0106187523021 40.676134524133175, -74.00424969138226 40.67718866732599, -74.00228882582458 40.681644634243675, -74.0066979289713 40.68504678853303))"
588,-0.07292072,-0.60200584,0.547089,-0.16270149,-0.29092336,-0.33862728,0.21989805,0.18139166,0.35540363,-0.19361669,-0.4353122,-0.6407835,0.078020304,0.3267726,0.4445871,-0.2967383,0.095344946,0.65736985,-0.28491768,-0.09130649,0.37253806,-0.0052287877,0.7023878,0.30374408,-0.59232926,0.32363307,0.40910155,0.30503324,0.19738027,0.65390116,0.107191935,-0.43904936,-0.29714912,-0.60324454,-0.57707137,0.59069765,-0.09921432,0.107441425,0.085751496,0.38468796,0.56550884,0.5800158,-0.26381698,0.040721886,-0.29766482,-0.17651388,0.67719996,-0.15691109,-0.33241946,0.51563364,-0.42322925,-0.35807502,0.46427858,0.065502025,-0.15966049,0.49282008,0.021576623,0.050104182,0.19449696,0.33323652,-0.15581225,-0.47151285,0.45080295,0.029389527,1000500,36061000500,613229551415197695,"POLYGON ((-74.00081392653712 40.69841675576382, -74.0071859257976 40.697362574194095, -74.00914699029558 40.69290564843089, -74.00473696391788 40.68950323491435, -73.99836598769495 40.69055719632801, -73.99640401492388 40.69501379138427, -74.00081392653712 40.69841675576382))"
590,0.13469784,-0.5783587,0.58380467,-0.23712726,-0.24800418,-0.34019172,-0.031765647,0.36925876,0.5230442,-0.39808792,-0.47965616,-0.83547294,0.055738356,0.62805223,0.60047215,-0.065971404,0.23941568,0.6943779,-0.48728603,0.057791382,0.25795057,0.00073642016,0.8530272,0.25238597,-0.5994716,0.24333124,0.4213576,0.35385823,0.020922037,0.60616845,0.1952364,-0.69711554,-0.34576318,-0.7728394,-0.47466382,0.8142552,0.015892383,0.09620675,0.32503483,0.5991198,0.6460887,0.6547056,-0.48868215,0.1755559,-0.33203155,-0.38873523,0.5626018,-0.29960385,-0.46804968,0.3938536,-0.5860035,-0.53208447,0.6281719,-0.1883265,-0.41616946,0.7273721,-0.21034282,0.19376656,0.19193926,0.39093667,-0.28569806,-0.6732301,0.642804,-0.1282148,1000500,36061000500,613229551444557823,"POLYGON ((-74.01992916056666 40.69525318637662, -74.02630039579059 40.69419798022581, -74.0282595439808 40.689740872953685, -74.02384836566378 40.686339302160064, -74.01747815304455 40.68739428778194, -74.01551809624927 40.69185106469633, -74.01992916056666 40.69525318637662))"
591,0.12863888,-0.8164602,0.8438045,-0.41929996,-0.66585624,-0.6129027,0.07259407,0.43954256,0.8166503,-0.6836468,-0.7979442,-0.97170603,0.050061088,0.7562014,0.832918,-0.20747937,0.21091473,1.0818954,-0.6429407,0.05489775,0.40704927,0.11849182,1.1886715,0.58831364,-1.0102065,0.36208704,0.42078775,0.618995,-0.01871788,1.0080835,0.29390538,-0.94799423,-0.59243655,-1.1212168,-0.8486664,1.0982593,-0.112606436,0.20864382,0.3956304,0.689226,1.1459816,0.9194579,-0.68468225,0.18590578,-0.36488044,-0.57488257,0.9108384,-0.3813601,-0.62609816,0.70165396,-0.8355096,-0.74426115,0.85070837,-0.2836025,-0.59908974,0.8619216,-0.25844282,0.23714326,0.4705485,0.66287935,-0.6189853,-0.86155695,1.032503,-0.16669022,1000500,36061000500,613229551446654975,"POLYGON ((-74.01747815304455 40.68739428778194, -74.02384836566378 40.686339302160064, -74.0258074150823 40.681882674348685, -74.02139716023613 40.67848136248836, -74.01502796991744 40.679536127653, -74.01306801225594 40.68399242510516, -74.01747815304455 40.68739428778194))"
592,0.2848052,-0.4640865,0.47335392,-0.15826856,-0.32306302,-0.43522277,-0.24458164,0.58154094,0.59521806,-0.6058492,-0.4171851,-0.8346051,0.004231582,0.87745166,0.6908559,0.13039857,0.27466163,0.7747436,-0.6278899,0.256194,0.13150437,0.06925569,0.8346473,0.1767472,-0.4981152,0.19105436,0.39447793,0.3959542,-0.13094535,0.48451072,0.31629476,-0.9574963,-0.45362294,-0.8967274,-0.30894715,0.7804724,-0.0056486395,0.1082684,0.5089025,0.69995034,0.6574543,0.5994488,-0.7086295,0.25126466,-0.30897853,-0.65610486,0.35384685,-0.41305792,-0.49401447,0.24311507,-0.71320105,-0.7652204,0.5745586,-0.3641186,-0.57178026,0.83402836,-0.46213788,0.30475798,0.14524315,0.43249482,-0.32616892,-0.6944693,0.80536896,-0.29074717,4094202,36081094202,613229535715917823,"POLYGON ((-73.80079590051149 40.60335662208285, -73.80715846291199 40.602314522201, -73.80913418069814 40.597866599667746, -73.8047482360389 40.59446111065668, -73.79838669558902 40.59550299465395, -73.79641007795962 40.59995058351743, -73.80079590051149 40.60335662208285))"
593,-1.290012,-0.97661257,0.8194685,-0.55772376,-0.8737937,-0.1464824,2.0522897,-1.4293019,-0.02511697,0.569234,-0.94197893,0.28829148,0.13736583,-1.8979408,-0.49822336,-1.6020004,-0.73659813,0.1804735,1.0057446,-1.5613579,0.98673683,0.21545492,0.28911442,1.2233617,-1.2662737,0.61611134,0.08098741,-0.10470395,1.3407528,1.3960263,-0.43909362,1.4590101,0.14493117,-0.013700561,-1.6965392,-0.21652822,-0.9471922,0.3440717,-1.2819054,-0.91280156,0.63552874,0.6158795,1.0474924,-0.74998057,-0.010318859,1.3401128,1.6131964,0.79678994,0.31242195,1.719349,0.7949284,1.2003143,0.24719459,1.3980644,0.9559246,-0.94288653,1.6649983,-0.89784765,0.50274956,0.14503571,-0.21254443,0.540414,-0.56900626,1.0030074,4094202,36081094202,613229535722209279,"POLYGON ((-73.80913418069814 40.597866599667746, -73.81549585909626 40.596824096543344, -73.81747057113697 40.59237632047334, -73.81308450472399 40.58897138099494, -73.80672384791228 40.59001366808332, -73.8047482360389 40.59446111065668, -73.80913418069814 40.597866599667746))"
594,0.10970534,0.023963064,-0.024207229,0.06701658,0.086991385,-0.031749427,-0.1255502,0.16848652,0.047468066,-0.09069904,0.02848364,-0.17261298,0.03812309,0.22403213,0.09284708,0.13407454,0.0875596,0.07507849,-0.072394155,0.09835154,-0.08765109,-0.018752223,0.0870872,-0.09148674,0.06204999,-0.0032562776,0.09433474,0.009423148,-0.039190575,-0.08818591,0.06290476,-0.20922443,-0.037207916,-0.12921348,0.11161512,0.07057313,0.037660573,-0.00024434974,0.14027597,0.16455784,0.017354013,0.052309964,-0.16210021,0.093771845,-0.050160095,-0.17357907,-0.12426826,-0.08500309,-0.057814434,-0.07093904,-0.08164518,-0.18682352,0.0053652045,-0.07214523,-0.08605028,0.22067131,-0.14742514,0.07803436,-0.091252536,0.002757655,0.04157823,-0.09642755,0.09672094,-0.11605781,4111300,36081111300,613229522101207039,"POLYGON ((-73.75337453147401 40.77624032401167, -73.75976135295424 40.775199047854336, -73.76174877579315 40.77074249726296, -73.75735028260999 40.767327558209104, -73.75096449134662 40.76836861895029, -73.74897616316282 40.77282483413203, -73.75337453147401 40.77624032401167))"
595,-0.17637998,-0.70105094,0.6561218,-0.32961187,-0.5766085,-0.42132738,0.4357586,0.03220303,0.50510746,-0.34969458,-0.66085076,-0.6000833,0.022850754,0.13994938,0.42553923,-0.4145987,-0.021094752,0.7123012,-0.22607765,-0.27711275,0.43897614,0.12345728,0.8029819,0.5406282,-0.8424674,0.3578336,0.33832654,0.31160003,0.2854471,0.86908257,0.12937027,-0.34823027,-0.34347984,-0.7455983,-0.8117774,0.6140026,-0.28961596,0.19648829,0.019482978,0.2987127,0.7799108,0.7100341,-0.25802994,-0.0351162,-0.2494054,-0.1277896,0.8268797,-0.09718699,-0.34956127,0.7592019,-0.36830348,-0.25565547,0.57556015,0.10956723,-0.21880083,0.39550447,0.12001544,-0.024812365,0.2933801,0.4177607,-0.38155004,-0.43086562,0.5331831,0.08253141,4148300,36081148300,613229520803069951,"POLYGON ((-73.74499838403034 40.78173788461828, -73.7513860946416 40.78069701703193, -73.75337453147401 40.77624032401167, -73.74897616316282 40.77282483413203, -73.7425894831362 40.77386548645538, -73.74060014094945 40.77832184389192, -73.74499838403034 40.78173788461828))"
596,0.06312742,0.1466583,-0.16030289,0.13312799,0.18191741,0.057480816,-0.09485321,0.077525266,-0.102822766,0.035166044,0.13831155,0.0021519947,0.026874956,0.059873633,-0.06847086,0.14858356,0.033515293,-0.09872619,0.06775772,0.04288042,-0.13919462,-0.036697503,-0.1064621,-0.16681653,0.20747282,-0.048053857,0.01974745,-0.092620105,-0.0008267682,-0.23215695,0.011177682,-0.013620198,0.055711433,0.06276354,0.21681316,-0.13137852,0.04968268,-0.02552457,0.032764666,0.03466907,-0.15094058,-0.08925469,-0.033515606,0.054307427,0.01828372,-0.055212364,-0.24113905,0.0090060355,0.06454332,-0.15442145,0.07938094,-0.04131997,-0.14019388,-0.00580488,0.03460012,0.060524676,-0.08002016,0.013923045,-0.16559301,-0.11929593,0.13003165,0.06332924,-0.08194616,-0.06888232,4148300,36081148300,613229520807264255,"POLYGON ((-73.75578538488296 40.784112769334165, -73.7621732368892 40.78307127769037, -73.76416076801472 40.77861424926025, -73.75976135295424 40.775199047854336, -73.75337453147401 40.77624032401167, -73.7513860946416 40.78069701703193, -73.75578538488296 40.784112769334165))"
597,0.047242556,0.14565158,-0.15098424,0.116316296,0.15834187,0.061241627,-0.08664803,0.06427323,-0.09995003,0.046859946,0.14028983,0.011699102,0.034523673,0.061049074,-0.06055188,0.11602317,0.026161095,-0.08689629,0.07559337,0.04770352,-0.12402895,-0.03735575,-0.10839205,-0.13676354,0.17841159,-0.04318617,-0.009583683,-0.08393138,-0.012945543,-0.20802128,-0.008862697,-0.0028130137,0.053208176,0.061675094,0.19593078,-0.11508103,0.05010385,-0.040118776,0.044478826,0.01830377,-0.12861899,-0.07704881,-0.01239792,0.043551665,0.022291131,-0.049167275,-0.20963311,0.011252251,0.052162267,-0.13556148,0.08189688,-0.041374814,-0.13333699,0.0025973849,0.034018252,0.043893848,-0.054232035,0.0129903965,-0.1184278,-0.099461846,0.120293856,0.05747727,-0.069080316,-0.0684786,4157901,36081157901,613229521830674431,"POLYGON ((-73.69466142604948 40.74861483483081, -73.701045474958 40.74757710538013, -73.70303720066792 40.74312318949387, -73.69864578044267 40.73970733930515, -73.69226276142243 40.74074485459656, -73.69027013285249 40.745198434206685, -73.69466142604948 40.74861483483081))"
598,0.06231945,0.14507625,-0.15756984,0.12969117,0.17709824,0.05708042,-0.09384272,0.075714365,-0.10031282,0.033804137,0.13590392,0.0035386598,0.026392657,0.05769895,-0.06731838,0.14601661,0.03223027,-0.09733629,0.06674166,0.04242109,-0.13728003,-0.036017217,-0.10500642,-0.16271353,0.20343676,-0.048149846,0.018056808,-0.0911861,-0.0015313033,-0.22868226,0.0105378125,-0.012446798,0.054787498,0.06177278,0.21247427,-0.12899685,0.048434887,-0.025004068,0.032429233,0.03325643,-0.14733824,-0.087696634,-0.03287772,0.05278277,0.01900199,-0.054598853,-0.23673755,0.008717795,0.063768335,-0.1520045,0.07826239,-0.040192753,-0.13770506,-0.0060305437,0.03340328,0.058181915,-0.07827102,0.013075266,-0.161071,-0.11621202,0.12618709,0.063348666,-0.08032183,-0.06784008,4157903,36081157903,613229521757274111,"POLYGON ((-73.70063739591944 40.735253901502034, -73.7070195288831 40.73421597775606, -73.70901013158984 40.7297626820164, -73.70461950393724 40.72634764609506, -73.69823840018644 40.72738535559843, -73.69624689498862 40.731838315236466, -73.70063739591944 40.735253901502034))"
599,0.17683293,-0.13704963,0.12800364,0.009498445,-0.024948243,-0.17499237,-0.16550767,0.32235366,0.20100492,-0.23846717,-0.109239705,-0.39298722,0.03316784,0.4700341,0.30370703,0.1286703,0.15443048,0.3150103,-0.26777592,0.17548141,-0.016918495,0.0019481136,0.33197805,-0.015273781,-0.11819753,0.05432855,0.19633038,0.14419939,-0.074961886,0.096578814,0.1529098,-0.46976933,-0.18683185,-0.36454862,-0.009533815,0.31187117,0.041125078,0.03452349,0.25874266,0.3611957,0.20205669,0.22700658,-0.3427554,0.15263213,-0.14497921,-0.3201569,0.033958826,-0.19574997,-0.19897254,0.006284972,-0.30259383,-0.38765153,0.19206113,-0.18749928,-0.24571785,0.433841,-0.2605381,0.16080187,-0.011154751,0.12994131,-0.06723811,-0.29883894,0.33452484,-0.17005062,4157903,36081157903,613229521763565567,"POLYGON ((-73.70901013158984 40.7297626820164, -73.71539137846203 40.72872435009283, -73.71738096872184 40.72427119667296, -73.7129902147052 40.72085671107521, -73.70660999667965 40.72189482860305, -73.70461950393724 40.72634764609506, -73.70901013158984 40.7297626820164))"
600,0.07698831,0.06790599,-0.079762846,0.09351201,0.11866191,-0.012577303,-0.106415525,0.13502428,-0.03330345,-0.03688413,0.06114475,-0.1030449,0.013178669,0.16058838,0.014892565,0.12712301,0.061414003,0.006443092,-0.024118612,0.05972286,-0.08641394,-0.027462967,0.0143822115,-0.12852602,0.10936933,-0.021589559,0.05988051,-0.030699274,-0.016421262,-0.12983097,0.048893612,-0.1186764,-0.022042843,-0.042207584,0.14096434,-0.01133088,0.0487158,-0.020056065,0.0716362,0.1172222,-0.055026766,0.01574103,-0.102624565,0.07077008,-0.023816738,-0.10943811,-0.15240625,-0.040359475,-0.015678827,-0.10565604,-0.028714903,-0.11915186,-0.038510814,-0.05860851,-0.04580918,0.15420355,-0.123636805,0.050442886,-0.12890159,-0.060656577,0.057356715,-0.03956965,0.027215293,-0.08177148,4065501,36081065501,613229523887980543,"POLYGON ((-73.86451697475754 40.712611425289786, -73.87089326028757 40.71156464549394, -73.87286763495084 40.70710949088408, -73.86846662976333 40.70370144918859, -73.86209136997904 40.7047480115158, -73.86011608974889 40.709202832977454, -73.86451697475754 40.712611425289786))"
601,0.023994219,-0.41623732,0.40007472,-0.10193961,-0.19318312,-0.28554273,0.040135704,0.26410785,0.29493847,-0.24455082,-0.31715915,-0.5646892,0.06666642,0.439603,0.4085561,-0.13923143,0.12702358,0.5396645,-0.30984414,0.03696877,0.23654464,0.007071891,0.5937532,0.1823918,-0.43766823,0.2001798,0.3087753,0.2734251,0.057651594,0.47208363,0.13237716,-0.49851826,-0.27627385,-0.52062136,-0.35885897,0.5364454,-0.03371926,0.05614829,0.15950549,0.3934313,0.44848415,0.4832159,-0.3080398,0.106530204,-0.24379677,-0.24129261,0.43133998,-0.19018735,-0.31512505,0.3237796,-0.41446728,-0.40475437,0.38890335,-0.060492024,-0.22840627,0.5025787,-0.09967606,0.12097233,0.13011722,0.26757246,-0.15889893,-0.4502136,0.47576582,-0.057202317,4026300,36081026300,613229523971866623,"POLYGON ((-73.89580076282213 40.74879495828734, -73.90218142491615 40.74774606096771, -73.90415440084519 40.743288325792264, -73.8997476225064 40.73987982070349, -73.89336798726181 40.74092849982498, -73.8913941036191 40.7453859022036, -73.89580076282213 40.74879495828734))"
